사고신고사유,사고일시,공정율,날씨,지역,공사종류,공사비,공종(소분류),사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상~20미만 사망자,20이상~30미만 사망자,30이상~40미만 사망자,40이상~50미만 사망자,50이상~60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상~20미만 부상자,20이상~30미만 부상자,30이상~40미만 부상자,40이상~50미만 부상자,50이상~60미만 부상자,60이상 부상자
3일이상 휴업이 필요한 부상,2020-09-08 8:10,50~59%,맑음,경상남도,토목/도로/도로,20억 ~ 50억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2020-09-08 8:45,50~59%,강우,강원도,건축/건축물/공동주택,5억 ~ 10억원 미만,수장공사,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2020-09-08 9:00,40~49%,흐림,전라남도,토목/도로/도로,3억 ~ 5억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-08 9:20,20~29%,맑음,인천광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"1000만원 이상의 재산피해, 3일이상 휴업이 필요한 부상",2020-09-08 9:40,10% 미만,맑음,경상북도,건축/건축물/단독주택,2억 ~ 3억원 미만,지반조사,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1,1
"3일이상 휴업이 필요한 부상, 기타",2020-09-08 10:05,90% 이상,흐림,제주특별자치도,토목/상하수도/하수도,3억 ~ 5억원 미만,관공사 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-08 11:00,60~69%,맑음,대전광역시,건축/건축물/교육연구시설,20억 ~ 50억원 미만,수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-08 11:00,10% 미만,흐림,서울특별시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-08 11:00,40~49%,맑음,세종특별자치시,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-09-08 11:10,10~19%,맑음,인천광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2020-09-08 13:20,60~69%,맑음,경기도,건축/건축물/교육연구시설,20억 ~ 50억원 미만,창호 및 유리공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"3일이상 휴업이 필요한 부상, 기타",2020-09-08 13:30,90% 이상,흐림,강원도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",타일 및 돌공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-08 13:30,30~39%,흐림,경기도,건축/건축물/공장,5억 ~ 10억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-08 13:45,10~19%,흐림,경기도,건축/건축물/공동주택,200억 ~ 300억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-08 14:00,40~49%,맑음,부산광역시,토목/기타/부지조성,100억 ~ 150억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-08 15:30,90% 이상,맑음,서울특별시,건축/건축물/공장,"500억 ~ 1,000억원 미만",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-09-08 15:40,70~79%,맑음,충청북도,건축/건축물/공장,20억 ~ 50억원 미만,수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-08 16:05,20~29%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-08 16:20,90% 이상,맑음,경기도,산업환경설비/발전시설,"1,000억원 이상",기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-08 16:30,20~29%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2020-09-08 16:30,90% 이상,맑음,서울특별시,건축/건축물/공동주택,300억 ~ 500억원 미만,건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-09 8:00,90% 이상,맑음,경상남도,토목/기타,3억 ~ 5억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-09 8:10,20~29%,흐림,대구광역시,건축/건축물/문화 및 집회시설,5억 ~ 10억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-09 8:10,30~39%,흐림,부산광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-09-09 8:30,60~69%,흐림,경기도,건축/건축물/교정 및 군사시설,20억 ~ 50억원 미만,목공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-09 9:00,90% 이상,흐림,전라남도,건축/건축물/근린생활시설,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-09 10:00,10~19%,맑음,서울특별시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-09 11:30,50~59%,맑음,강원도,산업환경설비/발전시설,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-09 13:30,40~49%,맑음,경기도,건축/건축물/교육연구시설,50억 ~ 100억원 미만,금속공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1000만원 이상의 재산피해,2020-09-09 14:00,10% 미만,맑음,서울특별시,토목/터널/철도터널,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2020-09-09 14:30,60~69%,흐림,경상남도,건축/건축물/노유자시설,10억 ~ 20억원 미만,미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-09 14:30,50~59%,맑음,충청남도,토목/기타,100억 ~ 150억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"3일이상 휴업이 필요한 부상, 기타",2020-09-09 15:15,60~69%,흐림,경기도,건축/건축물/업무시설,3억 ~ 5억원 미만,도장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-09 16:30,70~79%,맑음,강원도,토목/옹벽 및 절토사면/기타,2억 ~ 3억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-10 8:00,40~49%,맑음,충청남도,토목/상하수도/상수도,200억 ~ 300억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-10 9:30,60~69%,맑음,부산광역시,건축/건축물/업무시설,20억 ~ 50억원 미만,수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-10 9:30,50~59%,맑음,인천광역시,토목/교량/도로교량,100억 ~ 150억원 미만,교량공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-10 10:00,60~69%,맑음,경상남도,토목/상하수도/기타,10억 ~ 20억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-10 10:10,90% 이상,맑음,충청남도,토목/교량/도로교량,100억 ~ 150억원 미만,하천공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
사망 1명 이상,2020-09-10 10:59,50~59%,맑음,전라북도,건축/건축물/문화 및 집회시설,3억 ~ 5억원 미만,목공사,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2020-09-10 11:00,70~79%,강우,서울특별시,건축/건축물/업무시설,"500억 ~ 1,000억원 미만",건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-09-10 11:00,20~29%,흐림,세종특별자치시,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-10 13:30,60~69%,맑음,경상북도,토목/댐/용수전용댐,"1,000억원 이상",강구조물공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-10 14:00,90% 이상,맑음,경기도,건축/건축물/근린생활시설,50억 ~ 100억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-10 14:00,90% 이상,맑음,충청북도,토목/기타/부지조성,"500억 ~ 1,000억원 미만",토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-10 14:30,90% 이상,맑음,부산광역시,건축/건축물/업무시설,300억 ~ 500억원 미만,건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"3일이상 휴업이 필요한 부상, 기타",2020-09-10 15:00,70~79%,맑음,부산광역시,건축/건축물/근린생활시설,10억 ~ 20억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-10 15:00,20~29%,흐림,세종특별자치시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-11 7:30,10~19%,맑음,서울특별시,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2020-09-11 7:30,10~19%,흐림,울산광역시,건축/건축물/공동주택,300억 ~ 500억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-11 8:30,60~69%,맑음,부산광역시,건축/건축물/단독주택,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-11 9:10,20~29%,흐림,대구광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-11 9:30,50~59%,맑음,강원도,건축/건축물/공동주택,150억 ~ 200억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"1000만원 이상의 재산피해, 3일이상 휴업이 필요한 부상",2020-09-11 10:17,10% 미만,맑음,강원도,토목/도로/도로,3억 ~ 5억원 미만,도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-11 10:30,90% 이상,강우,전라남도,조경/기타,"4,000만 ~ 1억원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-11 11:00,30~39%,강우,경기도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-11 11:10,20~29%,흐림,인천광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-11 11:15,90% 이상,흐림,인천광역시,건축/건축물/공동주택,"1,000억원 이상",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2020-09-11 12:00,90% 이상,맑음,경기도,토목/도로/도로,"2,000만 ~ 4,000만원 미만",도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-11 13:30,90% 이상,흐림,경기도,건축/건축물/교육연구시설,100억 ~ 150억원 미만,전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-11 13:30,30~39%,맑음,경상남도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2020-09-11 13:46,70~79%,강우,경상북도,토목/교량/철도교량,"1,000억원 이상",철근콘크리트공사,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2020-09-11 13:50,20~29%,흐림,인천광역시,건축/건축물/창고시설,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-11 14:10,80~89%,맑음,대구광역시,건축/건축물/교육연구시설,2억 ~ 3억원 미만,미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-11 17:20,50~59%,맑음,경기도,건축/건축물/업무시설,50억 ~ 100억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-12 7:10,70~79%,강우,강원도,건축/건축물/교정 및 군사시설,"500억 ~ 1,000억원 미만",도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2020-09-12 7:30,30~39%,흐림,울산광역시,건축/건축물/판매시설,20억 ~ 50억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-12 8:45,10~19%,맑음,대구광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-12 9:00,10% 미만,맑음,경상남도,건축/건축물/교육연구시설,50억 ~ 100억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
사망 1명 이상,2020-09-12 9:15,50~59%,강우,경기도,건축/건축물/공장,50억 ~ 100억원 미만,수장공사,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2020-09-12 10:00,80~89%,맑음,전라남도,건축/건축물/공장,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2020-09-12 10:30,70~79%,흐림,서울특별시,토목/터널/도로터널,"1,000억원 이상",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-12 10:30,40~49%,흐림,인천광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-12 13:30,50~59%,맑음,경상남도,토목/교량/도로교량,"1,000억원 이상",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-12 14:00,90% 이상,흐림,경상남도,건축/건축물/근린생활시설,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-12 14:32,30~39%,맑음,전라남도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-12 15:00,60~69%,흐림,경상남도,건축/건축물/교육연구시설,100억 ~ 150억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-12 15:30,60~69%,흐림,경기도,건축/건축물/교육연구시설,150억 ~ 200억원 미만,미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-12 15:45,90% 이상,흐림,경상남도,산업환경설비/발전시설,"1,000억원 이상",산업설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-12 15:50,60~69%,맑음,전라남도,건축/건축물/공장,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-13 8:10,70~79%,맑음,충청남도,토목/댐/기타,10억 ~ 20억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2020-09-13 10:20,70~79%,맑음,경상남도,토목/도로/기타,1억 ~ 2억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-14 8:40,10% 미만,맑음,강원도,토목/댐/다목적댐,200억 ~ 300억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-14 9:20,60~69%,맑음,전라남도,건축/건축물/공장,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-14 10:00,10% 미만,흐림,충청남도,건축/건축물/업무시설,"1,000억원 이상",건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-14 10:20,90% 이상,흐림,경상남도,산업환경설비/발전시설,"1,000억원 이상",산업설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-09-14 10:20,90% 이상,맑음,대구광역시,건축/건축물/의료시설,200억 ~ 300억원 미만,미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"3일이상 휴업이 필요한 부상, 기타",2020-09-14 10:30,20~29%,맑음,강원도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-14 10:30,80~89%,맑음,경기도,건축/건축물/공장,"1,000억원 이상",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-14 11:45,40~49%,흐림,대전광역시,토목/교량/도로교량,200억 ~ 300억원 미만,교량공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-14 12:10,90% 이상,맑음,경상북도,토목/하천/기타,100억 ~ 150억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-14 12:58,10~19%,맑음,경기도,토목/기타/부지조성,"1,000억원 이상",토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-14 13:30,50~59%,맑음,강원도,산업환경설비/발전시설,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-14 14:00,50~59%,맑음,경기도,토목/도로/도로,200억 ~ 300억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-14 14:00,10% 미만,흐림,대구광역시,건축/건축물/근린생활시설,50억 ~ 100억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"사망 1명 이상, 3일이상 휴업이 필요한 부상",2020-09-14 14:10,20~29%,맑음,강원도,토목/교량/도로교량,20억 ~ 50억원 미만,해체 및 철거공사,1,1,0,1,0,0,0,0,0,1,0,4,4,0,4,0,0,0,0,0,1,3
3일이상 휴업이 필요한 부상,2020-09-14 15:10,10~19%,맑음,대전광역시,토목/상하수도/하수도,300억 ~ 500억원 미만,관공사 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-09-14 16:00,10% 미만,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-14 16:00,80~89%,맑음,서울특별시,건축/건축물/문화 및 집회시설,20억 ~ 50억원 미만,금속공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-15 7:55,20~29%,맑음,경기도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-15 8:00,60~69%,맑음,경상남도,건축/건축물/공동주택,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-15 8:00,20~29%,맑음,서울특별시,건축/건축물/공장,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-15 8:50,80~89%,맑음,세종특별자치시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-15 11:00,70~79%,맑음,서울특별시,건축/건축물/교육연구시설,20억 ~ 50억원 미만,창호 및 유리공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-15 11:00,70~79%,맑음,서울특별시,건축/건축물/교육연구시설,20억 ~ 50억원 미만,창호 및 유리공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2020-09-15 11:05,10~19%,맑음,경상남도,건축/건축물/자동차 관련시설,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-09-15 14:10,10~19%,흐림,경기도,건축/건축물/문화 및 집회시설,300억 ~ 500억원 미만,건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-15 15:00,50~59%,맑음,강원도,산업환경설비/발전시설,"1,000억원 이상",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-15 16:30,10~19%,흐림,경기도,토목/도로/도로,5억 ~ 10억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-09-16 7:55,30~39%,흐림,광주광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"1000만원 이상의 재산피해, 3일이상 휴업이 필요한 부상, 기타",2020-09-16 9:40,10~19%,맑음,경기도,건축/건축물/공동주택,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-16 10:00,80~89%,강우,경기도,건축/건축물/공장,"1,000억원 이상",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-16 10:00,10~19%,흐림,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-09-16 10:00,10~19%,맑음,부산광역시,건축/건축물/공동주택,"1,000억원 이상",건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-09-16 10:00,70~79%,맑음,인천광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
